Time                 p[297735]      p[297738]      p[297740]      p[297743]      p[298073]      p[312768]      p[313164]      p[313898]
7.884000e-01       3083.201880    2766.165410    3440.127264    1585.886655       0.000000       0.000000       0.000000       0.000000
7.890000e-01       2898.647135    2700.873542    3508.263360    1941.328278       0.000000       0.000000       0.000000       0.000000
7.896000e-01       2794.759742    2896.607936    3760.522564    2222.335039       0.000000       0.000000       0.000000       0.000000
7.902000e-01       2940.457059    2885.030338    3569.965114    2157.336382       0.000000       0.000000       0.000000       0.000000
7.908000e-01       2986.509660    2852.613837    3242.698011    1628.977217       0.000000       0.000000       0.000000       0.000000
7.914000e-01       2914.168885    2522.334435    2871.343855    1601.337884       0.000000       0.000000       0.000000       0.000000
7.920000e-01       3220.157194    3088.300181    3280.912357    1581.354196       0.000000       0.000000       0.000000       0.000000
7.926000e-01       3139.180818    3017.921647    3037.010334    1343.129374       0.000000       0.000000       0.000000       0.000000
7.932000e-01       2995.735858    2888.362269    2875.014798    1084.361281       0.000000       0.000000       0.000000       0.000000
7.938000e-01       3186.827273    3185.631523    3123.094706    1121.020022       0.000000       0.000000       0.000000       0.000000
7.944000e-01       3408.991844    3302.662932    3562.595767     820.587272       0.000000       0.000000       0.000000       0.000000
7.950000e-01       3555.310609    3419.241309    3281.723983     743.365073       0.000000       0.000000       0.000000       0.000000
7.956000e-01       3509.584499    3388.701490    3165.606452     922.544556       0.000000       0.000000       0.000000       0.000000
7.962000e-01       3328.680554    3281.847313    3100.985220     558.075470       0.000000       0.000000       0.000000       0.000000
7.968000e-01       3759.746144    3716.179983    3487.706473    1329.335937       0.000000       0.000000       0.000000       0.000000
7.974000e-01       3550.855310    3448.206581    3195.268007    1619.055638       0.000000       0.000000       0.000000       0.000000
7.980000e-01       3640.448188    3543.911829    3269.115811    2028.050634       0.000000       0.000000       0.000000       0.000000
7.986000e-01       3750.115241    3628.295374    3322.004077    2414.776520       0.000000       0.000000       0.000000       0.000000
7.992000e-01       3773.871210    3614.353651    3263.549488    2652.680317       0.000000       0.000000       0.000000       0.000000
7.998000e-01       3628.479637    3479.889971    3159.100587    2731.178248       0.000000       0.000000       0.000000       0.000000
8.004000e-01       3535.782491    3317.576710    3047.310023    2703.249603       0.000000       0.000000       0.000000       0.000000
8.010000e-01       3639.072683    3225.400929    3127.035432    2673.649705       0.000000       0.000000       0.000000       0.000000
8.016000e-01       3108.898712    2662.673044    2605.695820    2314.842954       0.000000       0.000000       0.000000       0.000000
8.022000e-01       2842.986065    2505.273041    2486.783990    2127.680297       0.000000       0.000000       0.000000       0.000000
8.028000e-01       2737.010601    2387.972066    2366.659945    1846.511415       0.000000       0.000000       0.000000       0.000000
8.034000e-01       2973.173482    2440.009148    2671.633698    1784.151246       0.000000       0.000000       0.000000       0.000000
8.040000e-01       3161.775400    2805.550358    2898.087576    1845.109707       0.000000       0.000000       0.000000       0.000000
8.046000e-01       3217.459452    2920.465530    3236.990886    2100.589034       0.000000       0.000000       0.000000       0.000000
8.052000e-01       3130.264226    2752.026230    2808.907461    1638.910274       0.000000       0.000000       0.000000       0.000000
8.058000e-01       3165.182003    2738.805107    2543.859235    1099.654252       0.000000       0.000000       0.000000       0.000000
8.064000e-01       3140.106836    2926.559246    2947.455371    1507.674238       0.000000       0.000000       0.000000       0.000000
8.070000e-01       3453.546225    3264.010986    3039.886256     745.727250       0.000000       0.000000       0.000000       0.000000
8.076000e-01       3442.522286    3270.046599    3210.884491    1397.700034       0.000000       0.000000       0.000000       0.000000
8.082000e-01       3101.638716    2573.962599    2581.479683    1431.523175       0.000000       0.000000       0.000000       0.000000
8.088000e-01       2993.455008    2965.906308    3103.401163    1769.757216       0.000000       0.000000       0.000000       0.000000
8.094000e-01       3391.322608    3401.192748    3773.907442    2305.385666       0.000000       0.000000       0.000000       0.000000
8.100000e-01       2916.619983    1928.373564    2768.905749    1309.161265       0.000000       0.000000       0.000000       0.000000
8.106000e-01       3336.582044    2792.113020    3647.799541    2211.712422       0.000000       0.000000       0.000000       0.000000
8.112000e-01       3659.629456    2963.488966    3027.628024    1740.540854       0.000000       0.000000       0.000000       0.000000
8.118000e-01       3519.431091    2939.927148    2896.946377    1653.903237       0.000000       0.000000       0.000000       0.000000
8.124000e-01       3405.450861    2927.869792    2892.224253    1857.192890       0.000000       0.000000       0.000000       0.000000
8.130000e-01       3485.551561    2884.893986    2268.364069    1170.561005       0.000000       0.000000       0.000000       0.000000
8.136000e-01       3381.001715    2800.284600    2360.239301    1584.802945       0.000000       0.000000       0.000000       0.000000
8.142000e-01       3163.099881    2689.131077    2286.688853    1593.301759       0.000000       0.000000       0.000000       0.000000
8.148000e-01       3438.589646    2990.649594    2529.795636    1698.105373       0.000000       0.000000       0.000000       0.000000
8.154000e-01       3159.147912    2900.888635    2490.410086     743.428033       0.000000       0.000000       0.000000       0.000000
8.160000e-01       3600.229663    3364.498021    2836.594334     696.733239       0.000000       0.000000       0.000000       0.000000
8.166000e-01       3317.361474    3103.748155    2698.231354     877.116994       0.000000       0.000000       0.000000       0.000000
8.172000e-01       2769.618318    2839.558614    2256.490594     856.611208       0.000000       0.000000       0.000000       0.000000
8.178000e-01       3047.438204    2710.094247    2657.561238    1354.015157       0.000000       0.000000       0.000000       0.000000
8.184000e-01       3362.661424    3247.814111    2997.795024     384.588995       0.000000       0.000000       0.000000       0.000000
8.190000e-01       3118.041816    3164.094604    2746.530334     720.469576       0.000000       0.000000       0.000000       0.000000
8.196000e-01       3147.057287    3344.076820    2849.200807    1302.295550       0.000000       0.000000       0.000000       0.000000
8.202000e-01       3312.265376    3419.939615    3007.781299    1619.470400       0.000000       0.000000       0.000000       0.000000
8.208000e-01       2402.288144    2989.140374    2749.899751    1815.018659       0.000000       0.000000       0.000000       0.000000
8.214000e-01       2660.056228    2981.554156    2472.932425    1774.642311       0.000000       0.000000       0.000000       0.000000
8.220000e-01       3150.718001    3559.608604    3032.082779    2406.660743       0.000000       0.000000       0.000000       0.000000
8.226000e-01       3029.331124    3410.486347    2559.008379    1428.203744       0.000000       0.000000       0.000000       0.000000
8.232000e-01       3431.021026    4087.187444    2985.921697    2115.067874       0.000000       0.000000       0.000000       0.000000
8.238000e-01       3056.891450    3238.092355    2435.547708    2146.632843       0.000000       0.000000       0.000000       0.000000
8.244000e-01       3295.572594    3670.732813    2474.808737    2402.106309       0.000000       0.000000       0.000000       0.000000
8.250000e-01       2993.074666    3311.771630    2280.369894    2254.598956       0.000000       0.000000       0.000000       0.000000
8.256000e-01       3228.521615    3759.468213    2560.762593    2567.982532       0.000000       0.000000       0.000000       0.000000
8.262000e-01       3247.309561    3754.839580    2709.274298    3001.680479       0.000000       0.000000       0.000000       0.000000
8.268000e-01       3239.035612    3829.355135    2751.602109    3161.707608       0.000000       0.000000       0.000000       0.000000
8.274000e-01       3333.223341    3958.762629    2913.265818    3388.225538       0.000000       0.000000       0.000000       0.000000
8.280000e-01       3390.828876    3874.261371    2791.927806       0.000000       0.000000       0.000000       0.000000       0.000000
8.286000e-01       3544.980954    4061.928532    2988.285431       0.000000       0.000000       0.000000       0.000000       0.000000
8.292000e-01       3274.012160    3816.733415    3056.109766       0.000000       0.000000       0.000000       0.000000       0.000000
8.298000e-01       3224.587265    3525.614404    2903.567795       0.000000       0.000000       0.000000       0.000000       0.000000
8.304000e-01       3377.550774    3651.698594    3121.091320     321.026640       0.000000       0.000000       0.000000       0.000000
8.310000e-01       3148.120643    3547.249485    3193.796364     643.777700       0.000000       0.000000       0.000000       0.000000
8.316000e-01       3264.957752    3654.368762    3381.842166     981.915152       0.000000       0.000000       0.000000       0.000000
8.322000e-01       3255.831157    3640.264680    3457.933984    1213.252804       0.000000       0.000000       0.000000       0.000000
8.328000e-01       3179.849428    3350.032617    3153.038535    1175.543926       0.000000       0.000000       0.000000       0.000000
8.334000e-01       3269.202102    3522.167785    3477.301078    1449.513424       0.000000       0.000000       0.000000       0.000000
